"b'""literal"""	"""predicate_id"""	"""object_id"""	"""mapping_justification"""	"""mapping_provider"""	"""author_label"""	"""mapping_date"""
"""Syndromic microphthalmia type 5"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_178364"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Chromosome 2q37 deletion syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1001"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Charcot-Marie-Tooth disease type 4J"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_139515"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:42:15
"""Greenberg dysplasia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1426"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:42:15
"""Hereditary spastic paraplegia 13"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_100994"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Tarsal-carpal coalition syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1412"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""PHARC syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_171848"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Basal ganglia calcification, idiopathic, 5"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1980"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Spinocerebellar ataxia type 34"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1955"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Tricuspid atresia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1209"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:35:15
"""Lethal Kniest-like syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1865"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Autosomal dominant popliteal pterygium syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1300"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:41:15
"""Hereditary spastic paraplegia 10"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_100991"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:35:15
"""Lethal Kniest-like syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1865"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:47:15
"""Lethal Kniest-like syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1865"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:48:15
"""Charcot-Marie-Tooth disease type 4J"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_139515"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:48:15
"""PHARC syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_171848"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:48:15
"""Hereditary spastic paraplegia 13"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_100994"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:47:15
"""Syndromic microphthalmia type 5"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_178364"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:48:15
"""PHARC syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_171848"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:47:15
"""Syndromic microphthalmia type 5"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_178364"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:47:15
"""Hereditary spastic paraplegia 10"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_100991"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:48:15
"""Hereditary spastic paraplegia 13"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_100994"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:48:15
"""Greenberg dysplasia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1426"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:48:15
"""Greenberg dysplasia"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1426"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:47:15
"""Charcot-Marie-Tooth disease type 4J"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_139515"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:47:15
"""Hereditary spastic paraplegia 10"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_100991"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:47:15
"""Lethal Kniest-like syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1865"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:49:15
"""Lethal Kniest-like syndrome"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.orpha.net/ORDO/Orphanet_1865"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ncbi.nlm.nih.gov/clinvar"""	"""clinvar-xrefs"""	0023-10-14T09:51:15
